證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分,G_設置永續長,E_score,S_score,G_score,Total_score
3545 敦泰,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,5,0,0,0,0,0,2,3,2,0,0,4,3,3,2,4,4,1,0,0,2,2,1,3,2,0,4,2,4,4,4,4,4,12,25,32,24.54
3546 宇峻,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,4,0,0,0,3,3,0,4,4,4,0,0,0,4,3,4,1,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,31,44,33.78
3548 兆利,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,5,4,0,4,0,0,4,3,2,0,0,4,0,0,4,3,4,0,4,3,3,4,3,4,4,0,4,4,4,4,2,4,4,26,29,37,31.32
3558 神準,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,0,5,0,2,4,2,0,0,0,3,4,2,3,3,5,4,4,1,1,1,3,2,0,2,2,4,4,3,4,4,17,30,29,26.5
3592 瑞鼎,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,4,0,3,5,0,4,3,3,0,0,4,0,4,3,1,3,4,0,4,3,0,2,0,0,0,4,0,4,4,4,4,4,26,26,26,26.0
3594 磐儀,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,3,0,0,3,4,3,0,3,0,3,4,2,3,3,3,0,4,2,4,3,3,3,3,2,2,4,4,3,4,4,13,31,35,28.2
3596 智易,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,1,0,0,2,3,2,0,0,4,4,0,3,3,3,1,4,3,1,0,3,0,0,0,4,4,4,4,1,4,4,16,26,28,24.36
3605 宏致,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,4,0,3,4,3,0,0,0,0,2,2,4,4,5,4,4,2,1,1,0,2,0,2,2,4,4,4,4,4,20,28,27,25.7
3623 富晶通,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,0,0,3,3,2,0,0,0,4,2,3,3,4,3,0,3,3,4,4,4,2,0,4,4,4,4,2,4,4,12,29,36,27.58
3628 盈正,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,0,0,0,0,4,4,3,0,3,3,3,3,0,0,1,3,3,3,3,3,2,2,4,4,3,4,4,2,27,35,24.04
3629 地心引力,202312,Current ,OTC,20231101,2021,Y,科技與通訊,軟體與資訊科技服務,4,0,0,0,4,5,0,4,4,4,0,4,0,4,4,3,3,3,3,4,4,3,4,4,0,3,4,4,4,4,4,4,4,4,25,39,39,35.64
3645 達邁,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,2,3,4,0,3,0,0,1,0,0,0,2,2,4,4,4,4,4,3,16,25,16.3
3653 健策,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,2,0,0,3,4,2,0,0,0,3,4,3,1,4,5,4,0,1,2,2,3,0,0,2,2,4,4,4,4,4,15,27,29,24.88
3665 貿聯-KY,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,5,0,3,0,3,0,4,0,3,3,3,3,4,3,0,0,2,4,3,3,3,3,2,2,4,4,4,4,4,15,29,36,28.3
3669 圓展,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,4,0,4,0,4,0,0,0,4,2,3,3,1,0,0,3,4,3,4,0,3,0,4,4,4,4,4,0,4,16,23,31,24.36
3673 TPK-KY,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,3,0,2,0,4,0,3,0,2,1,3,0,4,0,2,4,2,3,4,3,2,2,4,4,4,4,4,9,23,36,24.58
3675 德微,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,5,5,4,0,2,5,0,4,4,4,0,0,5,4,2,4,2,1,1,4,3,3,4,4,4,4,0,4,4,4,4,3,4,4,33,33,39,35.28
3680 家登,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,2,0,0,2,3,3,0,4,0,3,4,2,3,4,5,4,3,2,3,3,3,3,3,2,1,4,4,4,4,4,10,37,35,29.76
3689 湧德,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,5,4,0,3,5,0,4,3,4,0,0,4,4,3,4,3,3,3,0,0,4,3,4,0,4,0,4,4,4,4,2,4,4,32,31,34,32.38
3701 大眾控,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,3,3,0,0,1,0,2,3,2,0,0,0,4,4,2,4,4,3,12,25,14.78
3702 大聯大,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,5,0,0,0,0,0,4,3,4,0,0,0,4,3,2,3,3,5,4,4,3,4,3,4,0,0,4,4,4,4,4,4,4,16,35,35,30.44
3704 合勤控,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,3,3,3,5,4,0,3,2,3,3,3,3,0,0,2,4,3,3,4,3,2,2,4,4,4,4,4,18,27,37,28.64
3706 神達,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,4,5,0,3,3,3,0,4,0,3,4,3,2,3,5,4,4,2,3,3,3,3,3,2,2,4,4,3,4,4,18,37,35,31.68
3707 漢磊,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,2,3,2,0,0,0,3,2,2,4,4,4,0,3,1,2,2,0,2,3,2,2,4,4,3,4,4,9,25,30,23.06
3710 連展投控,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,2,0,0,3,3,3,0,3,0,3,4,2,4,3,5,4,3,2,2,2,3,4,3,2,2,4,4,4,4,4,15,35,36,30.58
3711 日月光投控,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,5,4,0,2,4,0,0,3,2,0,4,4,3,4,3,3,3,0,4,4,2,2,2,3,3,3,4,2,4,4,3,4,4,24,36,36,33.12
3712 永崴投控,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,3,3,3,0,0,0,0,0,2,3,4,3,0,3,2,2,2,0,2,3,4,2,4,4,4,4,4,15,19,33,23.36
3714 富采,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,3,0,0,4,0,2,0,0,0,4,0,3,2,3,5,4,3,3,2,2,4,4,4,4,4,4,4,2,4,4,13,29,40,29.34
3715 定穎投控,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,5,0,3,4,2,0,4,0,3,3,2,4,4,5,4,3,1,2,3,0,2,3,2,1,4,4,4,4,4,17,35,31,29.16
4153 鈺緯,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,3,0,0,0,4,4,0,0,0,4,2,4,2,4,3,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,11,27,40,28.1
4770 上品,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,4,0,0,0,3,2,0,0,0,2,2,4,4,4,4,4,1,13,26,15.06
4904 遠傳,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電訊服務,0,0,0,0,4,4,0,3,3,3,0,4,0,3,3,3,1,3,4,0,4,2,4,3,3,4,0,2,2,4,4,4,4,4,17,31,34,28.78
4906 正文,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,2,0,3,0,0,0,3,0,3,4,3,3,0,0,2,3,2,3,2,3,2,2,4,4,3,4,4,7,21,33,22.2
4915 致伸,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,4,3,0,0,3,4,5,0,4,4,2,4,3,4,1,4,3,4,3,4,4,4,4,4,4,4,4,1,4,4,23,36,41,34.78
4919 新唐,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,5,0,0,4,0,0,2,0,2,0,0,0,4,3,4,4,4,3,0,0,3,4,4,4,4,4,4,4,4,4,2,4,4,13,29,42,30.1
4927 泰鼎-KY,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,4,0,0,0,0,5,0,2,3,4,4,3,0,0,3,4,3,0,2,0,4,4,4,4,1,4,4,10,28,30,24.44
4931 新盛力,202312,Current ,OTC,20231101,2021,N,科技與通訊,硬體,4,5,4,0,3,0,0,4,4,4,0,4,4,0,3,3,3,3,5,4,4,4,4,2,4,3,4,4,4,4,4,2,4,4,28,41,39,37.12
4938 和碩,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,2,0,0,2,4,2,0,0,0,3,4,2,4,3,3,0,4,2,3,2,3,3,3,2,2,4,4,2,4,4,10,28,33,25.58
4952 凌通,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,5,5,4,0,3,5,0,0,3,4,0,0,4,0,4,3,1,4,5,4,4,3,0,1,0,2,0,4,4,4,4,2,4,4,29,32,29,30.14
4953 緯軟,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,4,5,4,0,2,5,0,2,4,2,0,4,4,3,4,2,1,3,3,0,3,1,3,2,3,3,3,4,2,4,4,2,4,4,28,31,35,31.8
4958 臻鼎-KY,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,4,0,4,0,0,3,3,4,5,0,5,4,2,4,3,3,3,0,3,4,4,4,4,4,4,4,4,4,4,1,4,4,32,35,41,36.56
4960 誠美材,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,3,4,3,0,4,0,3,2,3,1,3,4,0,0,2,4,3,3,3,3,2,2,4,4,4,4,4,12,26,36,26.44
4961 天鈺,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,3,0,3,0,0,0,4,0,4,3,4,3,0,0,3,0,4,4,0,0,4,4,4,4,4,4,4,9,21,36,23.82
4966 譜瑞-KY,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,3,0,0,4,4,4,0,0,0,4,3,4,4,1,0,4,4,3,2,3,4,0,0,4,4,4,4,3,4,4,19,29,34,28.5
4968 立積,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,2,0,0,2,3,3,0,3,0,3,3,1,2,3,3,0,4,2,3,3,3,2,3,2,1,4,4,4,4,4,10,27,34,25.58
4979 華星光,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,4,0,4,4,0,3,2,2,0,0,0,4,4,4,4,4,4,4,6,19,30,20.06
4995 晶達,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,0,0,3,3,0,0,0,4,3,2,1,3,3,3,0,3,2,3,3,3,4,3,4,2,4,4,4,4,4,8,27,39,27.0
5202 力新,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,2,0,0,2,4,3,0,0,0,3,3,2,3,3,0,4,3,2,0,1,3,0,0,2,2,4,4,1,4,4,11,23,25,20.88
5234 達興材料,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,2,3,3,0,0,1,2,1,0,0,0,0,0,4,4,3,4,4,1,15,20,13.54
5263 智崴,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,3,2,3,3,0,0,2,4,1,0,4,0,4,4,4,4,2,4,4,6,21,31,21.2
5269 祥碩,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,0,0,0,0,0,0,0,4,2,0,0,0,3,3,2,1,3,3,0,3,2,3,2,0,2,0,2,0,4,4,1,4,0,10,23,19,18.36
5274 信驊,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,1,4,3,0,0,0,2,2,0,0,0,4,4,4,4,4,4,4,3,17,30,18.58
5285 界霖,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,0,0,2,0,3,0,0,0,3,2,3,2,4,3,0,0,2,2,2,3,4,0,2,2,4,4,3,4,4,9,21,32,22.3
5287 數字,202312,Current ,OTC,20231101,2022,N,科技與通訊,互聯網媒體與服務,4,0,0,0,2,5,0,4,3,3,0,0,4,0,3,3,3,3,1,4,4,3,3,2,0,2,0,4,4,4,4,1,4,4,21,31,29,27.84
5289 宜鼎,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,2,3,3,0,0,1,0,1,0,2,3,2,2,4,4,3,4,4,0,19,29,18.24
5299 杰力,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,5,0,2,3,2,0,4,0,0,3,2,2,3,0,4,3,1,1,2,0,0,0,0,1,4,4,4,4,4,14,23,23,20.84
5347 世界,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,2,0,0,3,3,3,0,4,0,0,4,3,4,4,3,0,0,2,4,2,3,3,3,2,2,4,4,4,4,4,11,28,35,26.58
5351 鈺創,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,3,4,3,0,0,0,0,3,2,4,4,0,4,3,2,3,3,3,3,3,2,2,4,4,4,4,4,13,25,36,26.3
5356 協益,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,5,0,3,3,3,5,4,0,3,3,2,2,4,3,0,3,2,4,3,3,4,3,2,2,4,4,1,4,4,23,30,34,29.84
5371 中光電,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,4,0,0,4,4,2,0,4,0,4,2,2,1,3,3,0,4,3,4,4,4,0,0,4,2,4,4,3,4,4,18,30,33,28.26
5388 中磊,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,2,3,3,0,3,2,1,1,0,2,0,2,2,4,4,3,4,4,8,20,26,19.4
5425 台半,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,0,0,1,0,1,4,2,0,4,4,4,4,3,4,4,0,15,34,18.62
5434 崇越,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,4,0,3,0,0,3,3,3,5,0,0,0,2,2,4,3,3,0,4,2,3,2,3,3,0,2,2,4,4,2,4,4,25,23,30,26.14
5469 瀚宇博,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,0,0,3,0,2,0,4,0,3,2,2,4,4,0,4,0,2,2,2,3,3,3,4,2,4,4,2,4,4,7,27,35,25.24
5471 松翰,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,1,4,4,3,4,0,2,3,3,3,4,3,2,0,4,4,2,4,4,9,28,33,25.34
5478 智冠,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,4,5,4,0,5,0,0,0,3,4,0,0,4,4,2,4,1,3,3,0,3,4,4,4,4,0,0,4,4,4,4,1,4,4,25,32,33,30.7
5483 中美晶,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,4,0,0,4,4,4,0,4,4,0,3,4,1,3,4,0,4,4,3,2,4,4,4,4,4,4,4,4,4,4,20,34,42,33.68
5536 聖暉*,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,5,0,0,4,4,0,4,4,4,0,4,5,4,4,3,1,3,3,0,4,4,4,4,4,4,0,4,4,4,4,1,4,4,29,39,37,35.84
6112 邁達特,202312,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,4,5,0,0,3,0,0,0,4,2,0,4,0,0,2,2,4,4,3,0,0,1,3,2,0,2,0,0,1,4,4,4,4,4,18,23,25,22.56
6116 彩晶,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,3,0,3,0,4,4,3,2,3,2,3,5,4,0,2,3,3,3,3,3,2,2,4,4,2,4,4,8,35,34,28.14
6117 迎廣,202312,Current ,TSE,20231101,2021,N,科技與通訊,硬體,0,0,0,0,4,0,0,2,4,3,5,4,0,3,2,1,2,3,3,0,0,1,4,4,3,3,3,2,1,4,4,2,4,4,18,23,34,25.98
6120 達運,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,0,0,3,0,0,2,4,2,0,0,0,0,3,1,3,3,3,0,4,2,2,2,0,2,0,2,1,4,4,4,4,4,20,21,27,23.04
6121 新普,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,5,0,0,2,0,0,3,0,3,0,3,0,3,3,1,2,4,3,0,3,1,4,4,0,2,3,2,1,4,4,4,4,4,13,27,32,25.54
6128 上福,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,0,5,0,0,3,4,0,0,0,0,3,3,1,4,4,4,4,4,3,4,0,2,4,4,4,4,4,2,4,4,20,30,36,29.88
6139 亞翔,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,4,0,0,2,4,3,5,4,4,4,4,3,2,3,3,0,3,4,4,4,4,3,4,5,2,4,4,2,4,4,22,38,40,34.92
6142 友勁,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,0,1,2,4,0,0,0,4,4,4,0,1,4,4,9,14,25,16.98
6143 振曜,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,4,3,4,0,0,0,4,3,4,4,3,3,0,4,3,4,1,0,4,4,4,4,4,4,4,4,4,14,32,37,29.58
6147 頎邦,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,2,0,0,0,4,3,0,0,0,3,3,2,4,4,5,4,0,1,3,2,0,2,0,2,0,4,4,3,4,4,13,29,25,23.64
6153 嘉聯益,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,0,0,3,0,0,0,0,0,0,0,5,0,4,2,4,3,1,4,3,0,2,3,4,0,0,4,4,4,4,1,4,4,12,28,32,25.68
6163 華電網,202312,Current ,OTC,20231101,2022,N,科技與通訊,電訊服務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,4,3,0,0,0,0,0,0,0,0,4,4,4,4,4,0,14,20,12.92
6166 凌華,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,1,0,0,0,3,0,0,0,4,0,3,1,2,3,4,0,3,1,0,1,0,3,0,2,2,4,4,4,4,4,8,21,28,20.54
6168 宏齊,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,5,5,4,0,5,5,0,4,3,4,0,0,4,4,2,4,1,3,0,4,4,4,4,4,4,4,0,4,4,4,4,2,4,4,35,34,38,35.76
6173 信昌電,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,5,0,2,3,2,0,0,0,0,0,1,1,1,5,4,0,2,1,1,0,2,0,2,1,4,4,4,4,4,14,15,26,18.94
6174 安碁,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,1,4,3,0,0,0,4,2,4,4,4,4,4,1,15,29,16.96
6176 瑞儀,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,2,0,3,5,4,4,3,3,3,4,4,0,4,0,2,2,3,3,2,3,2,2,4,4,2,4,4,16,33,33,28.92
6180 橘子,202312,Current ,OTC,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,4,5,0,0,4,0,0,4,3,4,0,0,0,0,4,4,3,4,0,4,4,4,3,1,4,4,4,4,4,4,4,2,4,4,24,30,39,31.98
6182 合晶,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,5,0,0,4,0,0,0,4,4,0,0,0,4,4,3,2,3,3,0,3,3,4,4,4,0,0,4,4,4,4,3,4,4,21,29,35,29.36
6183 關貿,202312,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,0,0,0,0,2,0,0,2,3,2,0,0,0,0,2,2,1,1,0,4,4,2,1,2,3,3,0,2,2,4,4,2,4,4,9,17,30,20.02
6187 萬潤,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,1,0,0,0,2,2,4,4,4,4,4,4,9,25,13.88
6188 廣明,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,4,5,0,0,2,0,0,3,4,3,0,0,4,0,2,1,1,4,3,4,4,2,0,1,3,0,0,2,2,4,4,2,4,4,21,25,26,24.42
6189 豐藝,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,3,5,0,4,3,4,0,4,5,4,2,4,2,4,1,0,4,4,4,4,0,3,4,4,4,4,4,2,4,0,23,38,33,32.5
6191 精成科,202312,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,4,0,0,0,4,0,0,2,3,2,0,0,0,4,3,3,3,4,3,0,4,3,4,4,4,3,0,4,4,4,4,4,4,4,15,31,39,30.2
6196 帆宣,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,1,2,3,5,4,4,1,0,2,0,0,0,2,0,4,4,3,4,4,0,30,23,20.14
6202 盛群,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,5,5,0,5,0,0,0,4,2,0,0,4,0,3,3,4,1,0,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,25,29,43,33.36
6206 飛捷,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,1,1,3,0,3,3,3,2,4,0,0,4,4,4,4,4,4,4,8,20,34,22.44
6207 雷科,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,4,0,0,2,3,3,5,4,0,3,4,2,2,3,5,4,0,1,4,4,3,3,3,2,1,4,4,3,4,0,21,32,31,28.98
6208 日揚,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,4,4,3,0,0,0,4,2,4,1,3,5,0,3,4,3,3,4,0,0,4,4,4,4,2,4,4,13,29,33,26.68
6213 聯茂,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,2,3,0,5,0,0,4,2,3,2,3,3,0,0,1,4,2,0,3,4,4,1,4,0,4,4,4,12,22,30,22.64
6214 精誠,202312,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,4,0,0,0,4,5,0,4,4,4,0,0,0,0,3,4,1,3,5,4,4,3,4,2,4,2,0,4,4,4,4,4,4,4,25,31,36,31.46
6223 旺矽,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,2,5,0,3,4,3,0,0,0,3,4,3,2,3,5,4,3,2,2,3,3,3,3,2,2,4,4,4,4,4,21,31,36,30.5
6239 力成,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,4,0,0,4,3,3,0,0,0,4,4,3,1,4,5,4,4,3,4,4,4,4,4,4,4,4,4,1,4,4,18,36,41,33.58
6245 立端,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,4,0,0,4,4,4,0,4,0,4,3,4,4,4,3,0,3,3,4,4,4,4,0,5,4,4,4,3,4,4,20,36,40,33.68
6257 矽格,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,5,4,0,4,0,0,4,4,4,0,0,4,4,4,4,4,3,3,0,4,3,3,3,4,0,0,4,4,4,4,4,4,4,25,36,35,32.98
6263 普萊德,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,3,3,0,0,0,0,3,4,3,2,3,3,0,0,2,3,2,3,2,0,2,2,4,4,3,4,4,8,23,30,22.06
6269 台郡,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,3,5,0,4,3,3,0,0,4,4,2,3,3,1,5,4,3,3,4,4,4,2,4,4,4,4,4,2,4,4,26,36,40,35.12
6271 同欣電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,2,0,0,0,4,0,0,0,0,0,3,2,2,3,1,4,0,2,1,1,3,0,0,2,2,4,4,4,4,4,6,18,28,18.92
6274 台燿,202312,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,2,1,4,0,0,4,4,4,0,0,0,4,4,4,4,4,0,4,6,19,28,19.3
6277 宏正,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,2,3,2,0,0,4,4,0,4,3,3,3,0,0,3,4,4,4,3,4,4,4,4,4,1,0,4,13,28,36,27.44
6278 台表科,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,5,4,0,2,0,0,4,4,3,0,0,4,4,2,4,3,3,5,0,3,4,3,4,4,4,4,4,4,4,4,2,4,4,26,35,42,35.5
6284 佳邦,202312,Current ,OTC,20231101,2021,Y,科技與通訊,半導體,4,0,0,0,4,0,0,4,3,4,0,0,4,4,0,4,3,3,4,4,3,4,4,4,0,3,0,4,4,4,4,2,4,4,19,37,33,31.16
6285 啟碁,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,3,4,3,0,3,0,3,4,3,4,3,5,4,3,2,2,2,0,4,3,2,2,4,4,3,4,4,16,36,32,29.68
6288 聯嘉,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,1,0,0,3,3,3,0,4,4,3,3,2,2,3,4,0,3,2,2,3,3,3,3,2,2,4,4,3,4,4,14,32,35,28.82
6412 群電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,4,5,3,5,5,4,4,4,0,0,5,4,0,4,3,3,5,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,43,39,42,41.1
