證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露(Y/N),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大(Y/N),G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編(Y/N),G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分(Y/N),G_董事長/總經理遭處分,G_設置永續長(Y/N),G_設置永續長
2354 鴻準,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,1,0,5,0,0,4,1,4,0,0,1,0,0,2,94.52,66.67,0.02,Y,1,2,10,0,6,0,2,1,1,3,N,1,N,1,4,N,1,Y,1
2355 敬鵬,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,1,0,1.5,0,0,2.5,3,2.5,0,0,0,0.5,2.5,1.5,60,66.67,2.17,Y,1,1,6,1,3,0.5,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
2356 英業達,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,1,1,2,0,5,0,0,5,2,5,0,0,1,1,4.5,6,85.11,86.44,0.04,N,0,2,12,0,7,1,3,0,1,3,N,1,N,1,2,N,1,Y,1
2357 華碩,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,3,1,0,6,2.92,1,0,2,0,0,2,3,1,1.5,6,60,66.67,0.04,Y,1,2,11,5,9,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
2360 致茂,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,2,0,0,0,1,5,0,0,1,1,2.5,5,75,85.71,2.6,Y,1,0,12,3,4,1,2,0,1,3,N,1,N,1,3,N,1,Y,1
2362 藍天,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,0,0,5,1,5,0,1,0,1,1.5,6,100,100,0.04,Y,1,1,11,2,6,0,3,1,1,3,N,1,N,1,2,N,1,Y,1
2363 矽統,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1.5,0,0,2.5,0,1,0,0,0,0,0,0.5,60,66.67,0.04,N,0,0,4.5,0,0.5,0,0,0,0.5,0,N,1,N,1,6,N,1,Y,1
2365 昆盈,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,3,0,0,0,4,0,0,0,2,2.5,0,0,0,0,1.5,2.5,50,100,26.52,N,0,0,1,0,0.5,0.5,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
2367 燿華,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,1,0,0,2.29,0,0,2,5,0,0,0,0,2,5,49.38,61.29,0.04,N,0,2,10,3,3,1,0,0,1,3,N,1,N,1,4,N,1,Y,1
2368 金像電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,1,2,0,3,10.45,0,5,1,5,0,0,1,0,2.5,2,65.38,76.92,2.5,Y,1,0,9,1,5,0,0,0,1,3,N,1,N,1,4,N,1,Y,1
2369 菱生,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,2,0,0,0,4,40.82,0,1.5,0,2.5,2,2.5,0,0.5,2.5,3,50,50,0,Y,1,2,3,2.5,4.5,0.5,1.5,0.5,1,1.5,N,1,N,1,4,N,1,Y,1
2374 佳能,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,1,1,2.5,0,1,1,0,2.5,3,66.67,66.67,0.05,N,0,0,6,2.5,3,0,1.5,0.5,0.5,1.5,N,1,N,1,5,N,1,Y,1
2376 技嘉,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,0,0,5,2,4,0,0,0,0,1.5,6,76.19,80,0.04,N,0,1,12,3,3,0,0,0,1,3,N,1,N,1,4,N,1,Y,1
2377 微星,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,1,0,0,0,0,0,2,0,0,0,1,0,2.5,5,95,100,0.04,Y,1,1,5,3,1,0,1,0,1,3,N,1,N,1,3,N,1,Y,1
2379 瑞昱,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,4,7.82,0,3,1,5,0,0,0,1,1.5,6,91.67,100,0.04,N,0,1,11,5,9,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
2380 虹光,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1.5,0,0,0,1,2.5,0,2.5,1,0.5,1.5,3,100,100,0.04,Y,1,1,6,1,3,0.5,1.5,0.5,0.5,1.5,N,1,N,1,7,N,1,Y,1
2382 廣達,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,2,2,2,0,4,0,0,5,2,5,0,3,1,1,3.5,5,76,92,0.08,Y,1,1,12,4,7,1,2,1,1,3,N,1,N,1,2,N,1,Y,1
2383 台光電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,2,0,0,0,1,5,0,0,0,1,0,5,83.33,100,0.03,Y,1,1,12,2,4,0,3,0,1,3,N,1,N,1,2,N,1,Y,1
2385 群光,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,3,1,0,2,0.54,0,1,1,3,0,0,0,1,0,5,100,71.43,0.06,Y,1,3,11,1,4,1,0,0,1,3,N,1,N,1,2,N,1,Y,1
2388 威盛,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,1,1,3,0,0,0,0,1.5,5,100,100,0.05,N,0,0,12,2,5,1,0,0,1,3,N,1,N,1,4,N,1,Y,1
2392 正崴,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,2,2,0,5,3.59,0,0,3,0,0,0,0,0,5.5,6,92.94,49.44,0.04,N,0,2,12,2,3,1,3,1,1,3,N,1,N,1,3,N,1,Y,1
2393 億光,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,1,1,0,4,3.62,0,0,2,5,0,0,1,0,1.5,6,60,66.67,0.04,N,0,3,11,0,1,0,0,0,1,3,N,1,N,1,3,N,1,Y,1
2395 研華,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,2,1,0,1,0,0,1,1,2,0,0,1,0,0.5,4,61.54,76.47,0,Y,1,2,11,2,7,1,0,0,1,0,N,1,N,1,1,N,1,Y,1
2397 友通,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,0,0,2,2,4,0,0,0,1,1.5,5,100,66.67,0.04,Y,1,0,12,4,5,1,1,0,2,3,N,1,N,1,4,N,1,N,0
2401 凌陽,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,0,0,2.5,3,2.5,2,1,0,0.5,0.5,3,100,100,0,Y,1,3,6,3,4.5,0.5,2,0.5,0.5,1.5,N,1,Y,0,3,N,1,Y,1
2402 毅嘉,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,1,0,1.5,29.55,0,1.5,0,1.5,0,0,0,0.5,3.5,1.5,60,66.67,4.04,Y,1,1,5.5,0.5,2,0,0,0,0.5,1.5,N,1,N,1,6,N,1,Y,1
2404 漢唐,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,1,0,0,2,0,0,3,0,0,0,1,0,0,1.5,4,60,66.67,0.04,N,0,1,10,1,5,1,0,1,1,3,N,1,N,1,6,N,1,Y,1
2405 輔信,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,3,2,3,0,0,0,1,1.5,5,50,100,0.05,N,0,0,11,3,4,1,0,1,1,3,N,1,N,1,6,N,1,Y,1
2408 南亞科,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,2,1,0,5,62.6,0,5,1,5,0,1,1,1,2.5,6,82.35,80,0,Y,1,2,12,4,6,0,3,1,1,3,N,1,N,1,1,N,1,Y,1
2409 友達,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,3,2,0,7,84.38,1,5,1,5,0,2,0,1,0.5,6,61.73,66.67,0.04,N,0,1,12,6,9,1,6,1,1,3,N,1,N,1,1,N,1,N,0
2412 中華電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電訊服務,1,3,3,0.6566,0,0.34,1,0,1,0,0,0,7,1,0,3,116.46,97.67,0.04,N,0,1,0,4,5,0,3,0,1,3,N,1,N,1,1,N,1,Y,1
2417 圓剛,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,0,0,7,0,0,5,1,5,4,2,0,1,0.5,6,50,0,0.04,N,0,1,12,6,9,1,6,1,2,3,N,1,N,1,4,N,1,Y,1
2419 仲琦,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,2,0,0,5,0,4,4,3,1,1,0.5,6,100,100,0.04,N,0,0,12,6,7,1,6,1,1,3,N,1,N,1,3,N,1,Y,1
2423 固緯,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,1,0,0,0,0,0,0.5,1,0.5,0,0,1,0.5,1.5,2,100,100,0.03,N,0,0,5,1.5,1.5,0.5,0.5,0,1,1.5,N,1,N,1,4,N,1,Y,1
2426 鼎元,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,0,0,3,1.16,0,5,2,5,0,0,0,1,1.5,6,40,80,0.05,N,0,3,12,3,7,1,3,1,1,3,N,1,N,1,4,N,1,Y,1
2439 美律,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,2,1,0,4,0,0,5,1,2,0,0,1,0,0,6,87.5,100,0.02,Y,1,1,11,5,4,1,4,0,1,3,N,1,N,1,2,N,1,Y,1
2441 超豐,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,1,0,0,0,0,35.43,0,0.5,2,0.5,0,0,0,0.5,4.5,2,68,66.67,0.07,Y,1,2,2.5,0.5,1.5,0.5,0.5,0,0.5,1.5,N,1,N,1,3,N,1,Y,1
2449 京元電子,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,2,0,3,28.75,0,3,1,3,0,0,2,0,3,5,59.18,75,0.05,N,0,4,10,0,2,0,0,0,1,0,N,1,N,1,6,N,1,Y,1
2451 創見,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,3.5,0,0,2.5,2,2.5,0,0.5,0,0.5,2.5,2.5,85.71,66.67,0.04,N,0,3,6,3,4.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
2454 聯發科,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,1,0,1,0,0,1,1,1,0,0,1,1,0,4,78.72,87.18,0.03,Y,1,1,2,0,4,0,0,0,1,3,N,1,N,1,1,N,1,Y,1
2455 全新,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,1,0,0,0,2,2.53,0,2.5,2,2.5,0,0,0,0,0.5,2.5,100,100,0.13,Y,1,2,6,0.5,0.5,0,0.5,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
2458 義隆,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,5,0,0,2,1,2,0,0,0,1,0.5,5,83.33,100,0.04,N,0,1,10,4,5,1,1,0,1,3,N,1,N,1,2,N,1,Y,1
2480 敦陽科,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,1.5,0,0,0,0,0,0,1,2,0.5,0,3,66.67,66.67,0.04,N,0,0,3.5,2.5,4.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
2481 強茂,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,4,21.32,0,4,2,5,0,1,0,1,2.5,5,80,66.67,0.04,Y,1,3,9,4,8,0,2,1,1,3,N,1,N,1,4,N,1,Y,1
2485 兆赫,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,1,60,66.67,0.05,N,0,1,0,0,0.5,0,0,0,0.5,1.5,N,1,N,1,7,N,1,Y,1
2486 一詮,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,1.5,0,0,2.5,2,1,0,0,0,0.5,2.5,3,25,100,0.54,Y,1,0,4.5,1,2.5,0.5,0,0,0.5,1.5,N,1,N,1,7,N,1,Y,1
2488 漢平,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,8.79,0,2,0,2.5,0,1,0,0.5,1.5,3,90,100,0.04,N,0,0,6,3,4.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
2489 瑞軒,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,6,2.44,0,5,0,5,0,0,0,1,1,3,83.5,65.35,0,N,0,1,12,2,5,0,2,0,1,3,N,1,N,1,5,Y,0,Y,1
2495 普安,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,0,0,2,0,2,0,1,0,0.5,0,2.5,33.33,66.67,0.02,Y,1,0,6,3,3,0.5,3,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
2498 宏達電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,3,2,1,0,2,8.61,0,3,2,4,0,0,3,1,0.5,6,62.5,32.14,0.03,Y,1,1,11,4,9,1,5,0,1,3,N,1,N,1,3,N,1,Y,1
3003 健和興,202312  ,Current ,TSE,20231101,2021,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,1,1,2.5,0,2.5,0,0.5,2.5,2,66.67,100,0.22,Y,1,1,6,2,4.5,0.5,1.5,0.5,0.5,1,N,1,N,1,7,N,1,Y,1
3005 神基,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,2,0,3,95.47,0,5,1,5,0,0,1,1,1.5,6,82.85,82.89,0.04,N,0,0,12,2,6,0,3,0,1,3,N,1,N,1,2,N,1,Y,1
3006 晶豪科,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,60,66.67,0.04,N,0,0,3.5,0,3.5,0.5,0.5,0,0,0,N,1,N,1,2,N,1,Y,1
3008 大立光,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,1,0,0,0,0,0,3,1,4,0,0,0,1,1.5,2,83.05,89.86,0.57,Y,1,2,9,3,4,1,0,0,1,3,N,1,N,1,4,N,1,Y,1
3010 華立,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,4,0,0,2.5,1,2.5,2,1,0,0.5,0.5,3,80,75,0.04,N,0,0,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
3013 晟銘電,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,6.82,0,2.5,1,2.5,0,2,0,0.5,2.5,3,60,66.67,2.06,Y,1,2,6,2.5,4.5,0.5,2,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
3014 聯陽,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1.5,0,0,1,1,0.5,0,0,0,0.5,0.5,2.5,100,100,0.05,N,0,1,4,1.5,3,0,1,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
3016 嘉晶,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,1,0,0,0,2,0,0,2.5,1,2.5,0,0.5,0,0.5,3.5,2,100,66.67,3.71,Y,1,1,6,1,3,0.5,3,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
3017 奇鋐,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,2,1,1,0,2.5,3.58,0,0,1,0.5,0,1,1,0.5,3.5,3,79.75,78.26,0,Y,1,2,6,1.5,3,0.5,1.5,0.5,1,1.5,N,1,N,1,3,N,1,Y,1
3019 亞光,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,2.5,0,0,2.5,1,2.5,0,0,0,0,0,2,76.92,100,0.04,N,0,1,6,1.5,2.5,0,1,0.5,1,1.5,N,1,N,1,6,N,1,Y,1
3023 信邦,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,0,0,4,0,2,0,0,0,1,0,4,63.79,79.4,1.19,Y,1,1,11,1,2,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
3026 禾伸堂,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,3,5.17,0,2,2,1.5,0,1,0,0.5,1.5,2,100,100,1.03,Y,1,1,4.5,1.5,4,0,1,0.5,0.5,0.5,N,1,N,1,4,N,1,Y,1
3027 盛達,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,0,3,5,0,0,0,1,0.5,6,60,100,0.04,N,0,0,12,6,9,0,6,1,1,3,N,1,N,1,6,N,1,Y,1
3028 增你強,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2.5,58.33,50,0.05,N,0,0,0,2,2,0,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
3032 偉訓,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,2.18,0,2.5,1,2.5,0,1,0,0.5,1.5,3,50,66.67,0.05,N,0,2,6,3,4.5,0.5,3,0,0.5,1.5,N,1,N,1,7,N,1,Y,1
3033 威健,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,1.5,0,0,1.5,0,2.5,0,0,0,0.5,0,3,100,66.67,0.04,N,0,0,6,2.5,2.5,0.5,1,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
3034 聯詠,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,5,0.52,0,0,1,5,3,0,1,1,0.5,6,83.33,100,0.03,Y,1,1,12,2,6,1,5,1,1,3,N,1,N,1,1,N,1,Y,1
3035 智原,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,1,0,0,4,0,0,1,0,1,0,0,0,1,1.5,6,100,100,0.04,N,0,0,7,6,5,1,5,1,1,3,N,1,N,1,2,N,1,Y,1
3036 文曄,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,1,0,0,0,2,0,0,3,0,0,0,0,3,0,0.5,4,93.33,100,0.04,N,0,0,7,4,4,0,1,0,1,3,N,1,N,1,1,N,1,Y,1
3037 欣興,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,1,2,0,3,0,0,5,2,5,0,1,2,0,1.5,5,85.89,76.24,0.17,Y,1,2,12,5,2,1,2,1,1,3,N,1,N,1,2,N,1,Y,1
3038 全台,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,0.5,2,2,0,0,0,0.5,3.5,2.5,100,66.67,0.04,N,0,2,6,2.5,2,0.5,1.5,0.5,0.5,1.5,N,1,N,1,2,N,1,Y,1
3042 晶技,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,3,1,1,0,3,16.6,0,0,1,5,0,0,2,0,4.5,5,50,100,1.24,Y,1,3,9,0,1,0,1,0,1,3,N,1,N,1,2,N,1,Y,1
3044 健鼎,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,1,1,0,1.5,23.72,0,1.5,2,1.5,0,1,1,0.5,2.5,2.5,57.14,66.67,0.04,N,0,1,4.5,2.5,3.5,0.5,1.5,0.5,1,1.5,N,1,N,1,2,N,1,Y,1
3045 台灣大,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電訊服務,1,2,1,0,5,0,0,2,1,5,4,0,7,1,0.5,6,78.2,70.51,0.04,N,0,1,12,6,9,1,4,1,1,3,N,1,N,1,1,N,1,Y,1
3047 訊舟,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1.5,0,0,2.5,2,2.5,0,1,0,0.5,0.5,3,50,66.67,0.05,N,0,0,6,3,4.5,0.5,2.5,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
3048 益登,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,3,0,0,2,0,3,0,0,0,1,0,6,75,100,0.04,N,0,0,9,0,5,1,0,0,1,3,N,1,N,1,6,N,1,Y,1
3049 精金,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,3,0,0,5,2,5,0,0,0,1,1.5,6,100,50,0,Y,1,2,11,1,4,1,0,0,1,3,N,1,N,1,3,N,1,Y,1
3050 鈺德,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,1.5,1,2.5,0,0.5,0,0.5,1.5,1.5,60,66.67,0.04,N,0,3,6,2,4.5,0.5,1,0.5,0.5,0.5,N,1,N,1,6,N,1,Y,1
3059 華晶科,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,100,0,0.05,Y,1,0,10,1,2,0,0,0,1,3,N,1,N,1,5,N,1,Y,1
3062 建漢,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,電訊服務,0,0,0,0,2.5,0,0,2.5,1,0,0,0,1,0.5,0.5,1.5,66.7,66.67,0.04,N,0,1,6,2.5,4,0.5,3,0.5,1,1.5,N,1,N,1,4,N,1,Y,1
3081 聯亞,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2.5,0,0,1,2,2.5,0,0,0,0.5,1.5,2.5,85.71,67,0,Y,1,1,6,0,0.5,0.5,0,0,0.5,1.5,N,1,N,1,1,N,1,Y,1
3083 網龍,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1.5,60,66.67,0.04,N,0,0,1,1.5,1.5,0,0,0,0,0,N,1,N,1,3,N,1,Y,1
3086 華義,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,5,60,66.67,0.04,N,0,0,6,6,1,0,3,0,1,3,N,1,N,1,2,N,1,Y,1
3088 艾訊,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,0,0,0,0,0,0,0,2,1,0,0,0,0.5,1.5,2,33.33,66.67,0.04,N,0,1,6,2.5,2,0,1,0,0.5,0,N,1,N,1,1,N,1,N,0
3090 日電貿,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,50,100,0.04,N,0,0,0,1,3,0,0,0,1,3,N,1,N,1,5,N,1,Y,1
3094 聯傑,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,0,0,1.5,0,2.5,0,0,0,0.5,0.5,3,60,100,0.04,N,0,0,6,1,2,0.5,3,0,0.5,1.5,N,1,N,1,3,N,1,Y,1
3105 穩懋,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,2,0,0,0,2,23.83,0,5,1,3,0,0,1,0,1.5,5,73.53,70.37,0.03,Y,1,3,11,2,3,0,1,0,1,3,N,1,N,1,1,N,1,Y,1
3130 一零四,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,互聯網媒體與服務,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,2,64.71,66.67,0.04,N,0,0,1,0,0.5,0,1,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
3131 弘塑,202312  ,Current ,OTC,20231101,2021,N,科技與通訊,半導體,0,0,0,0,2,19.44,0,1,1,2,0,1,0,0,1.5,2,60,66.67,0.02,Y,1,1,4.5,0.5,2.5,0,0,0,0,0.5,N,1,N,1,7,N,1,Y,1
3138 耀登,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,2.5,1,2.5,0,1,0,0,3,3,100,100,0.04,N,0,0,6,3,3,0.5,1.5,0.5,0.5,1.5,N,1,N,1,6,N,1,Y,1
3149 正達,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,3,0,0,2.5,2,2.5,0,0,0,0,1.5,2.5,100,100,0.02,Y,1,1,6,2.5,4,0.5,2.5,0.5,0.5,1.5,N,1,N,1,7,N,1,Y,1
3152 璟德,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,21.82,0,2.5,1,2.5,2,2.5,0,0.5,1.5,2.5,60,100,0.04,N,0,1,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,1,N,1,Y,1
3189 景碩,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,5,0,0,3,2,1,0,2,0,1,0.5,2,59.57,79.17,0.04,N,0,2,10,3,5,1,0,0,1,2,N,1,N,1,3,N,1,Y,1
3206 志豐,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4.5,2,60,66.67,0.04,N,0,1,6,0.5,1.5,0,1,0,0.5,1.5,N,1,N,1,3,N,1,Y,1
3209 全科,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,75,66.67,0.04,N,0,0,2,0,1,1,1,0,1,3,N,1,N,1,3,N,1,Y,1
3211 順達,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,2,0,1,0,3.5,0,0,2.5,1,2.5,2,0,0,0,0.5,2,96,66.67,0.04,N,0,2,5,2,2,0.5,1.5,0,0.5,1.5,N,1,N,1,2,N,1,Y,1
3224 三顧,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,1.5,0,0,2,0,1,0,1,0,0.5,1,2.5,100,100,0,Y,1,0,5,1.5,2,0.5,2.5,0.5,1,1.5,N,1,N,1,2,N,1,Y,1
3227 原相,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,3.5,0,0,0,1,2.5,0,0,0,0.5,2.5,1.5,100,100,0.04,Y,1,0,5.5,2,4.5,0.5,3,0.5,0.5,0,N,1,N,1,2,N,1,Y,1
